time	gasCreateUserMean(2)	gasCreateUserStd(3)	gasTotalMean(4)	gasTotalStd(5)	createUserMean(6)	createUserStd(7)	totProposal(8)	avgProposal(9)	minProposal(10)	maxProposal(11)	stdProposal(12)	totVote(13)	avgVote(14)	minVote(15)	maxVote(16)	stdVote(17)	totUser(18)	avgUser(19)	minUser(20)	maxUser(21)	stdUser(22)	totAggrProposal(23)	totAggrVote(24)	totAggrUser(25)
72000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
75600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
79200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
82800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
86400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
90000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
93600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
97200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
100800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
104400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
108000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
111600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
115200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
118800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
122400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
126000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
129600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
133200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
136800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
140400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
144000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
147600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
151200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
154800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
158400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
162000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
165600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
169200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
172800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
176400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
180000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
183600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
187200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
190800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
194400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
198000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
201600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
205200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
208800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
212400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
216000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
219600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
223200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
226800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
230400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
234000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
237600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
241200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
244800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
248400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
252000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
255600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
259200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
262800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
266400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
270000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
273600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
277200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
280800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
284400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
288000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
291600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
295200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
298800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
302400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
306000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
309600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
313200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
316800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
320400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
324000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
327600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
331200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
334800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
338400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
342000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
345600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
349200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
352800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
356400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
360000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
363600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
367200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
370800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
374400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
378000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
381600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
385200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
388800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
392400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
396000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
399600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
403200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
406800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
410400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
414000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
417600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
421200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
424800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
428400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
432000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
435600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
439200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
442800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
446400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
450000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
453600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
457200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
460800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
464400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
468000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
471600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
475200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
478800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
482400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
486000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
489600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
493200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
496800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
500400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
504000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
507600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
511200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
514800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
518400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
522000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
525600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
529200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
532800	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
536400	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
540000	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
543600	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
547200	0.0	0.0	0.0	0.0	1043.2	24.19421418438714	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5216	1043.2	1015	1086	24.19421418438714	0	0	0
